,precision,recall,f1-score,support
1,0.0,0.0,0.0,2.0
2,0.5985303941215765,0.927536231884058,0.7275680064961428,966.0
3,0.5359477124183006,0.12058823529411765,0.19687875150060022,680.0
4,0.0,0.0,0.0,2.0
accuracy,0.5927272727272728,0.5927272727272728,0.5927272727272728,0.5927272727272728
macro avg,0.28361952663496925,0.2620311167945439,0.23111168949918576,1650.0
weighted avg,0.5712877607065984,0.5927272727272728,0.5070959062398074,1650.0
