,precision,recall,f1-score,support
0,0.0,0.0,0.0,6.0
1,0.0,0.0,0.0,256.0
2,0.6729093090454384,0.8641611221783871,0.7566368486654101,460818.0
3,0.42702298475132805,0.22095267745952676,0.29122041866708875,224840.0
4,0.0,0.0,0.0,22208.0
accuracy,0.6325127660535949,0.6325127660535949,0.6325127660535949,0.6325127660535949
macro avg,0.21998645875935327,0.21702275992758277,0.20957145346649977,708128.0
weighted avg,0.5734846946698753,0.6325127660535949,0.584851719267428,708128.0
