,precision,recall,f1-score,support
0,0.0,0.0,0.0,6.0
1,0.0,0.0,0.0,256.0
2,0.9143468602698164,0.36622050353935826,0.5229753264702784,460818.0
3,0.41266297143773945,0.9609188756449031,0.5773746054906614,224840.0
4,0.0,0.0,0.0,22208.0
accuracy,0.5434243526594063,0.5434243526594063,0.5434243526594063,0.5434243526594063
macro avg,0.26540196634151114,0.2654278758368523,0.220069986392188,708128.0
weighted avg,0.7260419499777973,0.5434243526594063,0.5236529981753314,708128.0
