,precision,recall,f1-score,support
0,0.0,0.0,0.0,6.0
1,0.0,0.0,0.0,256.0
2,0.6650834112927023,0.9194823118888585,0.7718612408029132,460818.0
3,0.43865773323574125,0.1386052303860523,0.21065011964148112,224840.0
4,0.0,0.0,0.0,22208.0
accuracy,0.6423669167156221,0.6423669167156221,0.6423669167156221,0.6423669167156221
macro avg,0.2207482289056887,0.21161750845498215,0.19650227208887885,708128.0
weighted avg,0.5720861372037324,0.6423669167156221,0.5691769371702678,708128.0
